index,n,m,Dimension,Distribution,Strategy,PSV,OPT,Plurality,Plurality Distortion,Copeland,Copeland Distortion,STV,STV Distortion,Borda,Borda Distortion,Plurality Veto,Plurality Veto Distortion
22,200,15,1D,normal,burial,1,Candidate 6,Candidate 8,1.335149092428392,Candidate 5,1.0032422753997416,Candidate 9,1.1591743871965816,Candidate 5,1.0032422753997416,Candidate 6,1.0
23,200,15,1D,normal,burial,1,Candidate 12,Candidate 6,1.204828906358421,Candidate 12,1.0,Candidate 6,1.204828906358421,Candidate 12,1.0,Candidate 12,1.0
24,200,15,1D,normal,burial,1,Candidate 5,Candidate 1,1.0150353251853668,Candidate 11,1.0037805836103761,Candidate 1,1.0150353251853668,Candidate 5,1.0,Candidate 5,1.0
25,200,15,1D,normal,burial,1,Candidate 8,Candidate 8,1.0,Candidate 10,1.1042752886770952,Candidate 8,1.0,Candidate 8,1.0,Candidate 8,1.0
26,200,15,1D,normal,burial,1,Candidate 14,Candidate 14,1.0,Candidate 0,1.023301593080391,Candidate 2,1.1776149799510391,Candidate 14,1.0,Candidate 14,1.0
27,200,15,1D,normal,burial,1,Candidate 5,Candidate 13,1.1543186524976359,Candidate 2,1.005650663250937,Candidate 5,1.0,Candidate 2,1.005650663250937,Candidate 2,1.005650663250937
28,200,15,1D,normal,burial,1,Candidate 12,Candidate 5,1.5595088560296917,Candidate 2,1.0005023090238463,Candidate 11,1.2304507436339576,Candidate 2,1.0005023090238463,Candidate 2,1.0005023090238463
29,200,15,1D,normal,burial,1,Candidate 4,Candidate 5,1.038604391077407,Candidate 4,1.0,Candidate 5,1.038604391077407,Candidate 4,1.0,Candidate 4,1.0
30,200,15,1D,normal,burial,1,Candidate 0,Candidate 3,1.4977969074903519,Candidate 1,1.000207163731856,Candidate 0,1.0,Candidate 0,1.0,Candidate 1,1.000207163731856
31,200,15,1D,normal,burial,1,Candidate 4,Candidate 12,1.4355197940356688,Candidate 4,1.0,Candidate 2,1.0559974128044574,Candidate 4,1.0,Candidate 4,1.0
32,200,15,1D,normal,burial,1,Candidate 7,Candidate 6,1.5787925432082037,Candidate 10,1.0722294277904822,Candidate 10,1.0722294277904822,Candidate 3,1.0137461155922118,Candidate 7,1.0
33,200,15,1D,normal,burial,1,Candidate 10,Candidate 5,1.1805137621421389,Candidate 10,1.0,Candidate 4,1.037655600417603,Candidate 4,1.037655600417603,Candidate 10,1.0
34,200,15,1D,normal,burial,1,Candidate 14,Candidate 0,1.0290373324742266,Candidate 13,1.141239113502099,Candidate 0,1.0290373324742266,Candidate 14,1.0,Candidate 14,1.0
35,200,15,1D,normal,burial,1,Candidate 10,Candidate 2,1.532328604036868,Candidate 10,1.0,Candidate 14,1.0300319653960985,Candidate 3,1.0105899797731825,Candidate 10,1.0
36,200,15,1D,normal,burial,1,Candidate 8,Candidate 7,1.0318242713472932,Candidate 8,1.0,Candidate 8,1.0,Candidate 8,1.0,Candidate 8,1.0
37,200,15,1D,normal,burial,1,Candidate 2,Candidate 7,1.0272442060832547,Candidate 2,1.0,Candidate 7,1.0272442060832547,Candidate 10,1.0108081973294147,Candidate 2,1.0
38,200,15,1D,normal,burial,1,Candidate 7,Candidate 0,1.0106559274235525,Candidate 14,1.0115272609584167,Candidate 0,1.0106559274235525,Candidate 7,1.0,Candidate 0,1.0106559274235525
39,200,15,1D,normal,burial,1,Candidate 13,Candidate 9,1.2747499604296824,Candidate 13,1.0,Candidate 1,1.2178520108809412,Candidate 8,1.004945375864382,Candidate 6,1.0001897265925521
40,200,15,1D,normal,burial,1,Candidate 6,Candidate 1,1.3763937116589489,Candidate 7,1.0153141532565522,Candidate 7,1.0153141532565522,Candidate 6,1.0,Candidate 6,1.0
41,200,15,1D,normal,burial,1,Candidate 3,Candidate 14,1.061967713872803,Candidate 10,1.0024047639742044,Candidate 1,1.1948884484069804,Candidate 3,1.0,Candidate 3,1.0
42,200,15,1D,normal,burial,1,Candidate 1,Candidate 13,1.2868318234919318,Candidate 2,1.0332624019508625,Candidate 5,1.2944599422471663,Candidate 1,1.0,Candidate 1,1.0
43,200,15,1D,normal,burial,1,Candidate 3,Candidate 5,1.8909926396691799,Candidate 2,1.0098902496789517,Candidate 10,1.0214734396133176,Candidate 3,1.0,Candidate 10,1.0214734396133176
44,200,15,1D,normal,burial,1,Candidate 6,Candidate 3,1.2514900592894074,Candidate 6,1.0,Candidate 14,1.2651800859514248,Candidate 6,1.0,Candidate 6,1.0
45,200,15,1D,normal,burial,1,Candidate 6,Candidate 13,1.203917182083185,Candidate 7,1.0096086343438049,Candidate 13,1.203917182083185,Candidate 0,1.000379623917174,Candidate 0,1.000379623917174
46,200,15,1D,normal,burial,1,Candidate 4,Candidate 13,1.1479860549201106,Candidate 4,1.0,Candidate 6,1.2165092368305601,Candidate 4,1.0,Candidate 0,1.0001415599260854
47,200,15,1D,normal,burial,1,Candidate 11,Candidate 12,1.8075415444394043,Candidate 11,1.0,Candidate 11,1.0,Candidate 11,1.0,Candidate 11,1.0
48,200,15,1D,normal,burial,1,Candidate 0,Candidate 9,1.4213589181628006,Candidate 0,1.0,Candidate 7,1.013977252884419,Candidate 0,1.0,Candidate 6,1.0009418334028566
49,200,15,1D,normal,burial,1,Candidate 8,Candidate 4,1.313587894133594,Candidate 8,1.0,Candidate 0,1.1261174471932955,Candidate 8,1.0,Candidate 8,1.0
0,200,15,1D,bimodal,burial,0,Candidate 8,Candidate 9,1.4622741264455639,Candidate 8,1.0,Candidate 7,1.0831068031451008,Candidate 0,1.0656246472616917,Candidate 8,1.0
1,200,15,1D,bimodal,burial,0,Candidate 3,Candidate 13,1.343996123511353,Candidate 8,1.2456315843678496,Candidate 13,1.343996123511353,Candidate 11,1.000595013612123,Candidate 11,1.000595013612123
2,200,15,1D,bimodal,burial,0,Candidate 11,Candidate 8,1.2411297004014914,Candidate 9,1.7921202355753598,Candidate 1,1.0796505059599875,Candidate 1,1.0796505059599875,Candidate 12,1.0010275222067135
3,200,15,1D,bimodal,burial,0,Candidate 11,Candidate 8,1.1169073945416252,Candidate 7,1.4440728128746454,Candidate 8,1.1169073945416252,Candidate 12,1.0064052605682865,Candidate 12,1.0064052605682865
4,200,15,1D,bimodal,burial,0,Candidate 11,Candidate 2,1.4141585124168523,Candidate 8,1.071297046508052,Candidate 8,1.071297046508052,Candidate 8,1.071297046508052,Candidate 11,1.0
5,200,15,1D,bimodal,burial,0,Candidate 1,Candidate 10,1.0512325397366056,Candidate 10,1.0512325397366056,Candidate 10,1.0512325397366056,Candidate 10,1.0512325397366056,Candidate 1,1.0
6,200,15,1D,bimodal,burial,0,Candidate 11,Candidate 7,1.3061614539116568,Candidate 14,1.1674380301853506,Candidate 5,1.2360766467842743,Candidate 11,1.0,Candidate 11,1.0
7,200,15,1D,bimodal,burial,0,Candidate 5,Candidate 11,1.0899387161742922,Candidate 11,1.0899387161742922,Candidate 11,1.0899387161742922,Candidate 11,1.0899387161742922,Candidate 5,1.0
8,200,15,1D,bimodal,burial,0,Candidate 3,Candidate 0,1.1872439927409972,Candidate 11,1.1382498307921798,Candidate 0,1.1872439927409972,Candidate 11,1.1382498307921798,Candidate 3,1.0
9,200,15,1D,bimodal,burial,0,Candidate 11,Candidate 0,1.3492751993418368,Candidate 10,1.5191366086019893,Candidate 12,1.0206297946234604,Candidate 11,1.0,Candidate 11,1.0
10,200,15,1D,bimodal,burial,0,Candidate 3,Candidate 9,1.0332499212662467,Candidate 11,1.213360369383515,Candidate 9,1.0332499212662467,Candidate 9,1.0332499212662467,Candidate 3,1.0
11,200,15,1D,bimodal,burial,0,Candidate 7,Candidate 6,1.2244270935333943,Candidate 14,1.7072829877524194,Candidate 2,1.0443663299643968,Candidate 7,1.0,Candidate 7,1.0
12,200,15,1D,bimodal,burial,0,Candidate 5,Candidate 9,1.5524187072628277,Candidate 9,1.5524187072628277,Candidate 8,1.0443797524918903,Candidate 13,1.0286731587994211,Candidate 5,1.0
13,200,15,1D,bimodal,burial,0,Candidate 13,Candidate 4,1.2869596612402112,Candidate 13,1.0,Candidate 8,1.2299904115571647,Candidate 13,1.0,Candidate 13,1.0
14,200,15,1D,bimodal,burial,0,Candidate 7,Candidate 14,1.3809543323934328,Candidate 14,1.3809543323934328,Candidate 10,1.0850629663376146,Candidate 1,1.1123245613256092,Candidate 7,1.0
15,200,15,1D,bimodal,burial,0,Candidate 3,Candidate 2,1.062817776434212,Candidate 10,1.15925484267067,Candidate 2,1.062817776434212,Candidate 11,1.0439696882551215,Candidate 3,1.0
16,200,15,1D,bimodal,burial,0,Candidate 13,Candidate 3,1.0458987463380116,Candidate 10,1.088311162628393,Candidate 3,1.0458987463380116,Candidate 3,1.0458987463380116,Candidate 13,1.0
17,200,15,1D,bimodal,burial,0,Candidate 12,Candidate 6,1.0146591201418667,Candidate 12,1.0,Candidate 8,1.035381164520364,Candidate 12,1.0,Candidate 12,1.0
18,200,15,1D,bimodal,burial,0,Candidate 12,Candidate 1,1.0502712426634775,Candidate 8,1.3605161696420796,Candidate 7,1.0560715367273938,Candidate 12,1.0,Candidate 12,1.0
19,200,15,1D,bimodal,burial,0,Candidate 5,Candidate 4,1.3082294704965125,Candidate 13,1.121493616183434,Candidate 11,1.1941823068370458,Candidate 8,1.0185272184886953,Candidate 8,1.0185272184886953
20,200,15,1D,bimodal,burial,0,Candidate 11,Candidate 2,1.3021591985743173,Candidate 12,1.6847641114900094,Candidate 0,1.090721421147138,Candidate 11,1.0,Candidate 11,1.0
21,200,15,1D,bimodal,burial,0,Candidate 10,Candidate 0,1.3645644868141307,Candidate 13,1.1399179857720647,Candidate 4,1.0588043651417227,Candidate 8,1.0359157828536119,Candidate 10,1.0
22,200,15,1D,bimodal,burial,0,Candidate 8,Candidate 1,1.0835495804047934,Candidate 11,1.0180999075551262,Candidate 2,1.0447963103701345,Candidate 8,1.0,Candidate 11,1.0180999075551262
23,200,15,1D,bimodal,burial,0,Candidate 10,Candidate 6,1.3109128921042372,Candidate 12,1.3717664573797126,Candidate 8,1.0793879485671258,Candidate 9,1.0309402853630973,Candidate 10,1.0
24,200,15,1D,bimodal,burial,0,Candidate 12,Candidate 10,1.2920907402032076,Candidate 11,1.0628930063887878,Candidate 11,1.0628930063887878,Candidate 2,1.0619481765326557,Candidate 12,1.0
25,200,15,1D,bimodal,burial,0,Candidate 6,Candidate 10,1.0988626628700193,Candidate 9,1.7020677635075747,Candidate 10,1.0988626628700193,Candidate 11,1.0301999665993031,Candidate 12,1.0045280312487268
26,200,15,1D,bimodal,burial,0,Candidate 1,Candidate 2,1.1097954934915881,Candidate 1,1.0,Candidate 9,1.1768134969686732,Candidate 10,1.0298923934317428,Candidate 1,1.0
27,200,15,1D,bimodal,burial,0,Candidate 9,Candidate 0,1.1467186583689533,Candidate 13,1.0817952498865655,Candidate 10,1.1861251725326294,Candidate 0,1.1467186583689533,Candidate 9,1.0
28,200,15,1D,bimodal,burial,0,Candidate 9,Candidate 13,1.1060754351061004,Candidate 9,1.0,Candidate 13,1.1060754351061004,Candidate 5,1.1412637713663942,Candidate 9,1.0
29,200,15,1D,bimodal,burial,0,Candidate 10,Candidate 11,1.1675822682591097,Candidate 13,1.1031790332277047,Candidate 11,1.1675822682591097,Candidate 13,1.1031790332277047,Candidate 10,1.0
30,200,15,1D,bimodal,burial,0,Candidate 10,Candidate 5,1.1257707965232036,Candidate 12,1.2310390009340237,Candidate 7,1.064676449871958,Candidate 5,1.1257707965232036,Candidate 10,1.0
31,200,15,1D,bimodal,burial,0,Candidate 11,Candidate 2,1.3086379032852162,Candidate 9,1.5195775356345198,Candidate 12,1.1892451560351698,Candidate 11,1.0,Candidate 11,1.0
32,200,15,1D,bimodal,burial,0,Candidate 9,Candidate 4,1.1650332149550302,Candidate 10,1.7310537248825624,Candidate 2,1.1105855253150223,Candidate 12,1.0311263025044686,Candidate 9,1.0
33,200,15,1D,bimodal,burial,0,Candidate 2,Candidate 12,1.0371874866474626,Candidate 14,1.182095117518722,Candidate 14,1.182095117518722,Candidate 12,1.0371874866474626,Candidate 2,1.0
34,200,15,1D,bimodal,burial,0,Candidate 8,Candidate 6,1.4123899200921022,Candidate 14,1.5045434300687535,Candidate 11,1.091398698893141,Candidate 8,1.0,Candidate 8,1.0
35,200,15,1D,bimodal,burial,0,Candidate 13,Candidate 12,1.4742286930945196,Candidate 12,1.4742286930945196,Candidate 10,1.1160858133135443,Candidate 6,1.036310937367428,Candidate 5,1.000436851247658
36,200,15,1D,bimodal,burial,0,Candidate 8,Candidate 5,1.0678410405656342,Candidate 13,1.2746988721987798,Candidate 5,1.0678410405656342,Candidate 5,1.0678410405656342,Candidate 8,1.0
37,200,15,1D,bimodal,burial,0,Candidate 11,Candidate 1,1.1290033983357393,Candidate 7,1.4837183577223132,Candidate 3,1.1864876119911563,Candidate 11,1.0,Candidate 11,1.0
38,200,15,1D,bimodal,burial,0,Candidate 10,Candidate 5,1.2499492480688523,Candidate 7,1.1351888884401942,Candidate 14,1.0654847257781037,Candidate 10,1.0,Candidate 10,1.0
39,200,15,1D,bimodal,burial,0,Candidate 0,Candidate 2,1.0763321596618654,Candidate 10,1.9377279917057557,Candidate 7,1.0296159288684497,Candidate 7,1.0296159288684497,Candidate 7,1.0296159288684497
40,200,15,1D,bimodal,burial,0,Candidate 13,Candidate 7,1.5463699956028898,Candidate 9,1.379429681751497,Candidate 14,1.1359822174872558,Candidate 6,1.0502542981681795,Candidate 13,1.0
41,200,15,1D,bimodal,burial,0,Candidate 9,Candidate 13,1.2288163319896093,Candidate 13,1.2288163319896093,Candidate 0,1.1447380006416443,Candidate 13,1.2288163319896093,Candidate 9,1.0
42,200,15,1D,bimodal,burial,0,Candidate 8,Candidate 3,1.3723885697991705,Candidate 12,1.3236020984012884,Candidate 11,1.1414423093276278,Candidate 14,1.0188351824364696,Candidate 8,1.0
43,200,15,1D,bimodal,burial,0,Candidate 9,Candidate 13,1.1358961997083556,Candidate 12,1.0090549201795915,Candidate 2,1.0344009709991804,Candidate 0,1.0061525597301244,Candidate 9,1.0
44,200,15,1D,bimodal,burial,0,Candidate 0,Candidate 4,1.430994357926205,Candidate 0,1.0,Candidate 5,1.1292726783469702,Candidate 10,1.0447655349684173,Candidate 0,1.0
45,200,15,1D,bimodal,burial,0,Candidate 7,Candidate 7,1.0,Candidate 8,1.470723295237293,Candidate 11,1.208526597548163,Candidate 7,1.0,Candidate 7,1.0
46,200,15,1D,bimodal,burial,0,Candidate 0,Candidate 8,1.5885732959163017,Candidate 8,1.5885732959163017,Candidate 14,1.152458101934665,Candidate 9,1.0116967183625425,Candidate 9,1.0116967183625425
47,200,15,1D,bimodal,burial,0,Candidate 1,Candidate 6,1.2657181228167766,Candidate 7,1.0739014392151023,Candidate 7,1.0739014392151023,Candidate 13,1.0081465988811853,Candidate 13,1.0081465988811853
48,200,15,1D,bimodal,burial,0,Candidate 7,Candidate 0,1.04446534522966,Candidate 7,1.0,Candidate 6,1.1426759230633199,Candidate 0,1.04446534522966,Candidate 7,1.0
49,200,15,1D,bimodal,burial,0,Candidate 1,Candidate 6,1.2084469856905617,Candidate 13,1.0948558039626302,Candidate 13,1.0948558039626302,Candidate 13,1.0948558039626302,Candidate 1,1.0
0,200,15,1D,bimodal,burial,0.1,Candidate 11,Candidate 13,1.2598030434437586,Candidate 6,1.2407390987013918,Candidate 13,1.2598030434437586,Candidate 10,1.00428652999522,Candidate 10,1.00428652999522
1,200,15,1D,bimodal,burial,0.1,Candidate 4,Candidate 6,1.3122623412305956,Candidate 13,1.022399275893624,Candidate 7,1.1693924089760948,Candidate 11,1.0202129813038123,Candidate 4,1.0
2,200,15,1D,bimodal,burial,0.1,Candidate 13,Candidate 1,1.1049848686866386,Candidate 4,1.0735732245824776,Candidate 1,1.1049848686866386,Candidate 8,1.051679987315126,Candidate 13,1.0
3,200,15,1D,bimodal,burial,0.1,Candidate 8,Candidate 11,1.4728123038143262,Candidate 1,1.054823210180139,Candidate 13,1.3131826291645494,Candidate 1,1.054823210180139,Candidate 8,1.0
4,200,15,1D,bimodal,burial,0.1,Candidate 1,Candidate 11,1.0984735097514413,Candidate 6,1.130028802677612,Candidate 11,1.0984735097514413,Candidate 1,1.0,Candidate 13,1.0195634566574534
5,200,15,1D,bimodal,burial,0.1,Candidate 3,Candidate 10,1.2450368159151144,Candidate 1,1.274680251926354,Candidate 10,1.2450368159151144,Candidate 14,1.0479780974168005,Candidate 3,1.0
6,200,15,1D,bimodal,burial,0.1,Candidate 5,Candidate 3,1.4527589581554794,Candidate 0,1.3201500362388956,Candidate 10,1.072020113198488,Candidate 13,1.0394131270077838,Candidate 5,1.0
7,200,15,1D,bimodal,burial,0.1,Candidate 12,Candidate 9,1.1560387463397979,Candidate 5,1.2081796133389207,Candidate 9,1.1560387463397979,Candidate 12,1.0,Candidate 7,1.0078555131961644
8,200,15,1D,bimodal,burial,0.1,Candidate 3,Candidate 11,1.3424148447971573,Candidate 0,1.0876727505865447,Candidate 4,1.121742351110556,Candidate 13,1.001243559638116,Candidate 13,1.001243559638116
9,200,15,1D,bimodal,burial,0.1,Candidate 0,Candidate 5,1.2620725873068392,Candidate 6,1.044576761433787,Candidate 9,1.0981217932062797,Candidate 9,1.0981217932062797,Candidate 9,1.0981217932062797
10,200,15,1D,bimodal,burial,0.1,Candidate 5,Candidate 2,1.4530554325832956,Candidate 6,1.2055136975811784,Candidate 0,1.0518932801777683,Candidate 12,1.088840491591428,Candidate 5,1.0
11,200,15,1D,bimodal,burial,0.1,Candidate 5,Candidate 0,1.1446546865586071,Candidate 3,1.409283463271054,Candidate 0,1.1446546865586071,Candidate 0,1.1446546865586071,Candidate 12,1.003794239830078
12,200,15,1D,bimodal,burial,0.1,Candidate 13,Candidate 3,1.1302031222805595,Candidate 4,1.0981687693104132,Candidate 14,1.2326495486604667,Candidate 13,1.0,Candidate 13,1.0
13,200,15,1D,bimodal,burial,0.1,Candidate 3,Candidate 13,1.38933992790275,Candidate 6,1.099045882563092,Candidate 6,1.099045882563092,Candidate 10,1.001334043797664,Candidate 14,1.0051683442147203
14,200,15,1D,bimodal,burial,0.1,Candidate 6,Candidate 5,1.0633684456782708,Candidate 2,1.506815010406814,Candidate 8,1.0790591034032142,Candidate 8,1.0790591034032142,Candidate 6,1.0
15,200,15,1D,bimodal,burial,0.1,Candidate 8,Candidate 3,1.158147536875649,Candidate 1,1.2358112065357458,Candidate 9,1.1761781083664382,Candidate 8,1.0,Candidate 14,1.0044737083376685
16,200,15,1D,bimodal,burial,0.1,Candidate 13,Candidate 2,1.274152623196218,Candidate 4,1.2992615178175826,Candidate 8,1.123190517219011,Candidate 9,1.0243292378020077,Candidate 9,1.0243292378020077
17,200,15,1D,bimodal,burial,0.1,Candidate 4,Candidate 2,1.2899444012221393,Candidate 6,1.1578074447937559,Candidate 10,1.125941957797056,Candidate 10,1.125941957797056,Candidate 4,1.0
18,200,15,1D,bimodal,burial,0.1,Candidate 14,Candidate 8,1.233383539794822,Candidate 1,1.0635264318899273,Candidate 1,1.0635264318899273,Candidate 4,1.044597531639169,Candidate 14,1.0
19,200,15,1D,bimodal,burial,0.1,Candidate 9,Candidate 10,1.1311111462146541,Candidate 2,1.0261092802678484,Candidate 10,1.1311111462146541,Candidate 2,1.0261092802678484,Candidate 7,1.0121535958524852
20,200,15,1D,bimodal,burial,0.1,Candidate 11,Candidate 5,1.3309793471896167,Candidate 1,1.1099926254676518,Candidate 9,1.0430022401729389,Candidate 9,1.0430022401729389,Candidate 11,1.0
21,200,15,1D,bimodal,burial,0.1,Candidate 13,Candidate 5,1.1859546921189834,Candidate 6,1.030781026447605,Candidate 14,1.3095637516402154,Candidate 12,1.0267338144360336,Candidate 12,1.0267338144360336
22,200,15,1D,bimodal,burial,0.1,Candidate 13,Candidate 4,1.3454361452161836,Candidate 1,1.1132032547663464,Candidate 10,1.0754482578390292,Candidate 8,1.021075712755786,Candidate 13,1.0
23,200,15,1D,bimodal,burial,0.1,Candidate 11,Candidate 4,1.191048375768581,Candidate 2,1.410714165427269,Candidate 12,1.0754200978992339,Candidate 12,1.0754200978992339,Candidate 11,1.0
24,200,15,1D,bimodal,burial,0.1,Candidate 13,Candidate 11,1.1369812009778342,Candidate 1,1.1983915648867753,Candidate 11,1.1369812009778342,Candidate 11,1.1369812009778342,Candidate 13,1.0
25,200,15,1D,bimodal,burial,0.1,Candidate 5,Candidate 9,1.3508242234317152,Candidate 1,1.0674283042148032,Candidate 4,1.082183934359081,Candidate 12,1.0319420907906205,Candidate 3,1.0001365914451719
26,200,15,1D,bimodal,burial,0.1,Candidate 2,Candidate 10,1.333971687450927,Candidate 1,1.1914504560455688,Candidate 13,1.2042947021206136,Candidate 14,1.0146515062172474,Candidate 14,1.0146515062172474
27,200,15,1D,bimodal,burial,0.1,Candidate 5,Candidate 14,1.0885064708846341,Candidate 1,1.3200389112674282,Candidate 14,1.0885064708846341,Candidate 14,1.0885064708846341,Candidate 14,1.0885064708846341
28,200,15,1D,bimodal,burial,0.1,Candidate 7,Candidate 13,1.3431729759806135,Candidate 3,1.225209905308113,Candidate 12,1.0380308388612072,Candidate 8,1.029110621472874,Candidate 7,1.0
29,200,15,1D,bimodal,burial,0.1,Candidate 0,Candidate 2,1.2076573953289635,Candidate 6,1.3228404280338584,Candidate 8,1.084943202507511,Candidate 14,1.0305224713620238,Candidate 14,1.0305224713620238
30,200,15,1D,bimodal,burial,0.1,Candidate 11,Candidate 14,1.3486816466815061,Candidate 5,1.162527757500033,Candidate 6,1.04537696746241,Candidate 6,1.04537696746241,Candidate 10,1.0003928314631425
31,200,15,1D,bimodal,burial,0.1,Candidate 13,Candidate 2,1.1111532927119516,Candidate 3,1.1633004890780438,Candidate 12,1.3282821005916747,Candidate 13,1.0,Candidate 13,1.0
32,200,15,1D,bimodal,burial,0.1,Candidate 14,Candidate 12,1.0576091274486168,Candidate 2,1.0777355901682075,Candidate 5,1.1565689251484275,Candidate 3,1.009835618924803,Candidate 14,1.0
33,200,15,1D,bimodal,burial,0.1,Candidate 4,Candidate 8,1.2045719959183585,Candidate 3,1.0165638241362291,Candidate 3,1.0165638241362291,Candidate 3,1.0165638241362291,Candidate 13,1.0099836721929958
34,200,15,1D,bimodal,burial,0.1,Candidate 3,Candidate 14,1.1625304413275943,Candidate 5,1.1102307887708551,Candidate 14,1.1625304413275943,Candidate 14,1.1625304413275943,Candidate 7,1.0098384200874333
35,200,15,1D,bimodal,burial,0.1,Candidate 13,Candidate 0,1.219843659540412,Candidate 6,1.0628857180118358,Candidate 14,1.1130209571807916,Candidate 2,1.0230910354076685,Candidate 13,1.0
36,200,15,1D,bimodal,burial,0.1,Candidate 6,Candidate 1,1.1410113027135103,Candidate 0,1.240707753655094,Candidate 8,1.2498488514723385,Candidate 14,1.0090694563358003,Candidate 14,1.0090694563358003
37,200,15,1D,bimodal,burial,0.1,Candidate 0,Candidate 14,1.0167573640792973,Candidate 6,1.168970251187861,Candidate 8,1.2199908525374317,Candidate 14,1.0167573640792973,Candidate 14,1.0167573640792973
38,200,15,1D,bimodal,burial,0.1,Candidate 10,Candidate 11,1.4936963225153714,Candidate 6,1.2727269564185026,Candidate 0,1.1359802904338923,Candidate 10,1.0,Candidate 5,1.0398797863958744
39,200,15,1D,bimodal,burial,0.1,Candidate 9,Candidate 13,1.1266903983396084,Candidate 2,1.1710805366918255,Candidate 13,1.1266903983396084,Candidate 4,1.0695055003014347,Candidate 7,1.0389607439172246
40,200,15,1D,bimodal,burial,0.1,Candidate 6,Candidate 5,1.0969942653256235,Candidate 0,1.434003509146697,Candidate 5,1.0969942653256235,Candidate 1,1.0059564944196107,Candidate 6,1.0
41,200,15,1D,bimodal,burial,0.1,Candidate 0,Candidate 1,1.4346294846375198,Candidate 3,1.1305794088398664,Candidate 7,1.1658913384207161,Candidate 13,1.0888941171224098,Candidate 11,1.0275400973686097
42,200,15,1D,bimodal,burial,0.1,Candidate 7,Candidate 13,1.1032720951051067,Candidate 3,1.29537666782584,Candidate 13,1.1032720951051067,Candidate 13,1.1032720951051067,Candidate 7,1.0
43,200,15,1D,bimodal,burial,0.1,Candidate 14,Candidate 6,1.2783403053968079,Candidate 6,1.2783403053968079,Candidate 1,1.101734527958087,Candidate 7,1.0064505804985056,Candidate 14,1.0
44,200,15,1D,bimodal,burial,0.1,Candidate 7,Candidate 8,1.2847224249836005,Candidate 4,1.1647295463553295,Candidate 8,1.2847224249836005,Candidate 0,1.021164756183029,Candidate 7,1.0
45,200,15,1D,bimodal,burial,0.1,Candidate 6,Candidate 4,1.177218371016549,Candidate 2,1.1882093966616774,Candidate 8,1.2318271106879963,Candidate 4,1.177218371016549,Candidate 13,1.026530447696549
46,200,15,1D,bimodal,burial,0.1,Candidate 3,Candidate 2,1.1540695002495922,Candidate 4,1.0586492844391342,Candidate 9,1.3420724825105017,Candidate 11,1.0362544449108815,Candidate 14,1.00549281729311
47,200,15,1D,bimodal,burial,0.1,Candidate 8,Candidate 7,1.2303070933220173,Candidate 2,1.076268037563619,Candidate 5,1.164572690052602,Candidate 8,1.0,Candidate 8,1.0
48,200,15,1D,bimodal,burial,0.1,Candidate 14,Candidate 10,1.3659626480491116,Candidate 3,1.1669745390894104,Candidate 7,1.1678768808963524,Candidate 0,1.0317563909125549,Candidate 9,1.0283628198527033
49,200,15,1D,bimodal,burial,0.1,Candidate 3,Candidate 9,1.488067001480372,Candidate 4,1.186888017133746,Candidate 7,1.1659051919993295,Candidate 3,1.0,Candidate 13,1.011767229334006
0,200,15,1D,bimodal,burial,0.25,Candidate 1,Candidate 3,1.1078157195076839,Candidate 4,1.1751770746080277,Candidate 12,1.2789262608842822,Candidate 7,1.0939694535307094,Candidate 1,1.0
1,200,15,1D,bimodal,burial,0.25,Candidate 4,Candidate 10,1.4462629435144143,Candidate 1,1.1380682054277511,Candidate 14,1.1168881129238941,Candidate 12,1.0525601964011642,Candidate 12,1.0525601964011642
2,200,15,1D,bimodal,burial,0.25,Candidate 5,Candidate 6,1.1287028989540897,Candidate 3,1.425000965714092,Candidate 12,1.3089474000516648,Candidate 13,1.0231607844711483,Candidate 13,1.0231607844711483
3,200,15,1D,bimodal,burial,0.25,Candidate 0,Candidate 2,1.1447708415289963,Candidate 3,1.0870840002468163,Candidate 2,1.1447708415289963,Candidate 11,1.0555735118856195,Candidate 11,1.0555735118856195
4,200,15,1D,bimodal,burial,0.25,Candidate 13,Candidate 0,1.134744673869783,Candidate 6,1.2745712768839519,Candidate 11,1.2480350402871168,Candidate 0,1.134744673869783,Candidate 7,1.011345115022378
5,200,15,1D,bimodal,burial,0.25,Candidate 10,Candidate 0,1.1709924777903338,Candidate 3,1.1292384977918877,Candidate 9,1.034479547865406,Candidate 12,1.0331198205588032,Candidate 12,1.0331198205588032
6,200,15,1D,bimodal,burial,0.25,Candidate 0,Candidate 11,1.0195952454942903,Candidate 4,1.1451595482770909,Candidate 10,1.272118536573653,Candidate 11,1.0195952454942903,Candidate 11,1.0195952454942903
7,200,15,1D,bimodal,burial,0.25,Candidate 10,Candidate 13,1.2662273987283876,Candidate 6,1.218414990454569,Candidate 12,1.0783122871697437,Candidate 7,1.0103805565011559,Candidate 7,1.0103805565011559
8,200,15,1D,bimodal,burial,0.25,Candidate 0,Candidate 6,1.1271552780806828,Candidate 3,1.1466712290988532,Candidate 8,1.053427280378589,Candidate 8,1.053427280378589,Candidate 8,1.053427280378589
9,200,15,1D,bimodal,burial,0.25,Candidate 0,Candidate 0,1.0,Candidate 3,1.4555471088588534,Candidate 9,1.2416223444978471,Candidate 12,1.0357802409975576,Candidate 12,1.0357802409975576
